employee_id,week_number,burnout_label,tasks_planned,tasks_completed,completion_rate,rework_count,focus_sessions,avg_focus_duration,context_switches,idle_time_mins,work_hours_per_day,after_hours_logins,breaks_taken,weekend_work_days,error_rate,submission_delays,revision_requests,mental_fatigue_score,completion_rate_baseline,completion_rate_std,completion_rate_drift,rework_count_baseline,rework_count_std,rework_count_drift,focus_sessions_baseline,focus_sessions_std,focus_sessions_drift,avg_focus_duration_baseline,avg_focus_duration_std,avg_focus_duration_drift,context_switches_baseline,context_switches_std,context_switches_drift,idle_time_mins_baseline,idle_time_mins_std,idle_time_mins_drift,work_hours_per_day_baseline,work_hours_per_day_std,work_hours_per_day_drift,after_hours_logins_baseline,after_hours_logins_std,after_hours_logins_drift,breaks_taken_baseline,breaks_taken_std,breaks_taken_drift,weekend_work_days_baseline,weekend_work_days_std,weekend_work_days_drift,error_rate_baseline,error_rate_std,error_rate_drift,submission_delays_baseline,submission_delays_std,submission_delays_drift,revision_requests_baseline,revision_requests_std,revision_requests_drift,mental_fatigue_score_baseline,mental_fatigue_score_std,mental_fatigue_score_drift,overall_drift_score,week_range,label_encoded
E001,1,Low,15,13,0.866571018651363,0.0,0.6000000000000001,0.5551504102096626,0.15789473684210525,0.13277777777777777,0.042857142857142705,0.0,1.0,0.0,0.006249999999999999,0.16666666666666666,0.0,0.13333333333333336,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,,0.01,0.0,0.0,Weeks 1-6 (Low),1
E001,2,Low,16,15,0.9268292682926828,0.0,0.6000000000000001,0.9854147675478576,0.15789473684210525,0.20833333333333334,0.0,0.14285714285714285,0.6000000000000001,0.0,0.07708333333333334,0.16666666666666666,0.125,0.0,0.866571018651363,0.01,3.0,0.0,0.01,0.0,0.6000000000000001,0.01,0.0,0.5551504102096626,0.01,3.0,0.15789473684210525,0.01,0.0,0.13277777777777777,0.01,3.0,0.042857142857142705,0.01,-3.0,0.0,0.01,3.0,1.0,0.01,-3.0,0.0,0.01,0.0,0.006249999999999999,0.01,3.0,0.16666666666666666,0.01,0.0,0.0,0.01,3.0,0.13333333333333336,0.01,-3.0,1.9285714285714286,Weeks 1-6 (Low),1
E001,3,Low,16,14,0.8493543758967,0.0,1.0000000000000002,0.673655423883318,0.15789473684210525,0.065,0.09999999999999987,0.14285714285714285,0.8,0.0,0.0979166666666667,0.0,0.125,0.1111111111111111,0.8967001434720229,0.042609016943809044,-1.1111677990074356,0.0,0.01,0.0,0.6000000000000001,0.01,3.0,0.7702825888787601,0.30424284477670954,-0.31759880849904254,0.15789473684210525,0.01,0.0,0.17055555555555557,0.05342584568965026,-1.9757395356682947,0.021428571428571352,0.030304576336566216,2.5927248643506817,0.07142857142857142,0.10101525445522107,0.7071067811865476,0.8,0.28284271247461895,0.0,0.0,0.01,0.0,0.04166666666666667,0.05008673033404712,1.1230519465903994,0.16666666666666666,0.01,-3.0,0.0625,0.08838834764831845,0.7071067811865475,0.06666666666666668,0.09428090415820635,0.4714045207910314,1.0718500740914272,Weeks 1-6 (Low),1
E001,4,Low,11,9,0.7962697274031564,0.0,1.0000000000000002,0.8268003646308112,0.0,0.014444444444444446,0.27142857142857135,0.14285714285714285,0.8,0.0,0.10208333333333335,0.0,0.125,0.022222222222222227,0.8809182209469153,0.04068133968079715,-2.0807695667828665,0.0,0.01,0.0,0.7333333333333334,0.23094010767585038,1.154700538379252,0.7380735338802794,0.2222478885627442,0.3992246285187216,0.15789473684210525,0.01,-3.0,0.13537037037037036,0.07170182887050014,-1.6865110392697078,0.047619047619047526,0.05016977977548917,3.0,0.09523809523809523,0.08247860988423225,0.5773502691896257,0.8000000000000002,0.19999999999999996,-5.551115123125784e-16,0.0,0.01,0.0,0.060416666666666674,0.04805234414446166,0.8671099695241199,0.1111111111111111,0.09622504486493763,-1.1547005383792515,0.08333333333333333,0.07216878364870323,0.5773502691896257,0.08148148148148149,0.0714344500814293,-0.8295613557843402,1.0948055839298223,Weeks 1-6 (Low),1
E001,5,Low,17,15,0.8378766140602582,0.0,1.0000000000000002,0.7885141294439378,0.15789473684210525,0.0077777777777777776,0.2571428571428571,0.14285714285714285,0.8,0.0,0.08333333333333333,0.16666666666666666,0.125,0.1111111111111111,0.8597560975609755,0.053802008608321336,-0.4066666666666665,0.0,0.01,0.0,0.8000000000000002,0.23094010767585038,0.8660254037844387,0.7602552415679124,0.1868088022662664,0.15127171489353541,0.11842105263157894,0.07894736842105263,0.5,0.10513888888888889,0.08416177714681583,-1.1568328808132193,0.10357142857142848,0.11916660720230665,1.2887119317806341,0.10714285714285714,0.07142857142857142,0.5,0.8,0.16329931618554516,0.0,0.0,0.01,0.0,0.07083333333333335,0.04442273775477633,0.2813874297663247,0.08333333333333333,0.09622504486493763,0.8660254037844386,0.09375,0.0625,0.5,0.06666666666666668,0.06542045086168775,0.6793662204867572,0.5140205465697153,Weeks 1-6 (Low),1
E001,6,Low,16,14,0.9081779053084648,0.0,0.6000000000000001,0.9854147675478576,0.05263157894736842,0.1,0.1142857142857141,0.14285714285714285,0.8,0.0,0.09166666666666669,0.0,0.125,0.12222222222222223,0.8525824964131993,0.05449891383000247,1.020119576487034,0.0,0.01,0.0,0.9000000000000001,0.20000000000000007,-1.4999999999999998,0.8185961713764812,0.12885198529870276,1.2946528979329268,0.11842105263157894,0.07894736842105263,-0.8333333333333334,0.07388888888888889,0.09319986047076226,0.280162555815225,0.15714285714285708,0.13041013273932525,-0.3286335345031007,0.14285714285714285,0.01,0.0,0.75,0.09999999999999998,0.5000000000000006,0.0,0.01,0.0,0.09010416666666668,0.011831059053750563,0.13206763594884435,0.08333333333333333,0.09622504486493763,-0.8660254037844386,0.125,0.01,0.0,0.06111111111111111,0.05844345865947963,1.0456450133653887,0.5571885679407351,Weeks 1-6 (Low),1
E001,7,Medium,8,6,0.7618364418938305,0.25,0.2,0.2880583409298086,0.2631578947368421,0.40222222222222226,0.5428571428571429,0.2857142857142857,0.4,0.5,0.33541666666666664,0.3333333333333333,0.25,0.5111111111111111,0.8479196556671449,0.046194129664440954,-1.8635098095500873,0.0,0.01,3.0,0.9000000000000001,0.20000000000000007,-3.0,0.8185961713764811,0.12885198529870276,-3.0,0.09210526315789473,0.07894736842105263,2.1666666666666665,0.04680555555555556,0.043707725019010726,3.0,0.1857142857142856,0.09110060223670954,3.0,0.14285714285714285,0.01,3.0,0.8,0.01,-3.0,0.0,0.01,3.0,0.09375,0.00815787508643799,3.0,0.041666666666666664,0.08333333333333333,3.0,0.125,0.01,3.0,0.09166666666666667,0.04659165046447823,3.0,2.859298319729768,Weeks 7-11 (Medium),2
E001,8,Medium,14,9,0.503586800573888,0.25,0.2,0.3928896991795807,0.3684210526315789,0.32,0.2857142857142856,0.5714285714285714,0.2,0.5,0.39375,0.3333333333333333,0.5,0.3444444444444444,0.8260401721664274,0.06296852897741309,-3.0,0.0625,0.125,1.5,0.7000000000000002,0.3829708431025354,-1.305582419667734,0.7221969006381038,0.30171719319139073,-1.0914432749930527,0.11842105263157894,0.116702935926755,2.142191179808062,0.13111111111111112,0.18555444665891768,1.0179701553372122,0.2964285714285714,0.17895197546774821,-0.059872408149061085,0.17857142857142855,0.07142857142857142,3.0,0.7000000000000001,0.19999999999999996,-2.5000000000000004,0.125,0.25,1.5,0.153125,0.1217696006733542,1.9760679075024172,0.125,0.15957118462605635,1.3055824196677337,0.15625,0.0625,3.0,0.19166666666666665,0.21761426212036125,0.702057743316829,1.7214833934601501,Weeks 7-11 (Medium),2
E001,9,Medium,8,6,0.6771879483500717,0.25,0.6000000000000001,0.4138559708295351,0.3684210526315789,0.3327777777777778,0.31428571428571406,0.5714285714285714,0.4,0.5,0.37500000000000006,0.5,0.375,0.5333333333333332,0.7528694404591104,0.17660613473715508,-0.4285326340541701,0.125,0.14433756729740643,0.8660254037844387,0.5000000000000001,0.3829708431025354,0.2611164839335466,0.6137192342752962,0.3283958616552901,-0.6086046956814368,0.21052631578947367,0.13589415249850587,1.1618950038622249,0.20750000000000002,0.1844073478981999,0.6793535030227539,0.29999999999999993,0.17842851423995434,0.08006407690254261,0.2857142857142857,0.20203050891044214,1.4142135623730951,0.55,0.29999999999999993,-0.5000000000000002,0.25,0.28867513459481287,0.8660254037844387,0.2260416666666667,0.16177276730259865,0.9207874465960288,0.20833333333333331,0.15957118462605638,1.827815387534827,0.25,0.1767766952966369,0.7071067811865475,0.2722222222222222,0.19212907184211758,1.359040090120664,0.8343271766311938,Weeks 7-11 (Medium),2
E001,10,Medium,10,7,0.6040172166427545,0.25,0.6000000000000001,0.37648131267092066,0.21052631578947367,0.4627777777777778,0.38571428571428545,0.42857142857142855,0.2,0.0,0.32916666666666666,0.3333333333333333,0.375,0.3444444444444444,0.7126972740315638,0.168933357020512,-0.6433309519541085,0.1875,0.125,0.5,0.4,0.23094010767585046,0.8660254037844384,0.5200546946216955,0.31508274606366027,-0.45566881634885475,0.2631578947368421,0.14886458551295736,-0.3535533905932738,0.28875,0.1309166597904926,1.329302000648935,0.31428571428571417,0.1761261143705423,0.4055535528269053,0.3928571428571428,0.21428571428571427,0.16666666666666685,0.45,0.2516611478423582,-0.9933992677987833,0.375,0.25,-1.5,0.2989583333333333,0.1403173074116634,0.21528586808402775,0.29166666666666663,0.2097176232019653,0.19867985355975662,0.3125,0.16137430609197573,0.38729833462074165,0.37777777777777777,0.19008336919046429,-0.17536165039211427,0.5850089826627576,Weeks 7-11 (Medium),2
